BBA,∅,{A},{B},{C},{D},{A ∪ B},{A ∪ C},{A ∪ D},{B ∪ C},{B ∪ D},{C ∪ D},{A ∪ B ∪ C},{A ∪ B ∪ D},{A ∪ C ∪ D},{B ∪ C ∪ D},{A ∪ B ∪ C ∪ D}
m,0.0000,0.0112,0.6059,0.3508,0.0153,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0168
