BBA,∅,{A},{B},{C},{D},{A ∪ B},{A ∪ C},{A ∪ D},{B ∪ C},{B ∪ D},{C ∪ D},{A ∪ B ∪ C},{A ∪ B ∪ D},{A ∪ C ∪ D},{B ∪ C ∪ D},{A ∪ B ∪ C ∪ D}
m,0.0000,0.0111,0.7730,0.1856,0.0139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0165
