BBA,∅,{A},{B},{C},{D},{A ∪ B},{A ∪ C},{A ∪ D},{B ∪ C},{B ∪ D},{C ∪ D},{A ∪ B ∪ C},{A ∪ B ∪ D},{A ∪ C ∪ D},{B ∪ C ∪ D},{A ∪ B ∪ C ∪ D}
m,0.0000,0.0205,0.5230,0.3933,0.0309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0324
