BBA,∅,{A},{B},{C},{D},{A ∪ B},{A ∪ C},{A ∪ D},{B ∪ C},{B ∪ D},{C ∪ D},{A ∪ B ∪ C},{A ∪ B ∪ D},{A ∪ C ∪ D},{B ∪ C ∪ D},{A ∪ B ∪ C ∪ D}
m,0.0000,0.0102,0.8960,0.0672,0.0113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0147
